outcome,model,feature,importance
is_minority_dept,LR_with,TenureYears__ExitQuarter,0.0005
is_minority_dept,LR_with,IsManager__IsIC,0.1014
is_minority_dept,LR_with,TenureVsAvg__ExitQuarter,0.0001
is_minority_dept,LR_with,SeniorityLevel__IsManager,0.3345
is_minority_dept,RF_without,Age,0.1931
is_minority_dept,RF_without,TenureDays,0.2727
is_minority_dept,RF_without,TenureYears,0.1102
is_minority_dept,RF_without,IsLongTenure,0.0
is_minority_dept,RF_without,TenureVsAvg,0.1115
is_minority_dept,RF_without,SeniorityLevel,0.0081
is_minority_dept,RF_without,IsExecutive,0.0024
is_minority_dept,RF_without,IsManager,0.0067
is_minority_dept,RF_without,IsIC,0.0065
is_minority_dept,RF_without,SpanOfControl,0.0012
is_minority_dept,RF_without,OrgLevel,0.0012
is_minority_dept,RF_without,DeptGenderRatio,0.0308
is_minority_dept,RF_without,DeptDiversityScore,0.0343
is_minority_dept,RF_without,StartYear,0.0452
is_minority_dept,RF_without,StartQuarter,0.0543
is_minority_dept,RF_without,ExitYear,0.0311
is_minority_dept,RF_without,ExitQuarter,0.0392
is_minority_dept,RF_without,PerfScore,0.0515
is_minority_dept,RF_with,Age,0.1843
is_minority_dept,RF_with,TenureDays,0.245
is_minority_dept,RF_with,TenureYears,0.064
is_minority_dept,RF_with,IsLongTenure,0.0
is_minority_dept,RF_with,TenureVsAvg,0.0648
is_minority_dept,RF_with,SeniorityLevel,0.0043
is_minority_dept,RF_with,IsExecutive,0.0012
is_minority_dept,RF_with,IsManager,0.0027
is_minority_dept,RF_with,IsIC,0.003
is_minority_dept,RF_with,SpanOfControl,0.0011
is_minority_dept,RF_with,OrgLevel,0.0012
is_minority_dept,RF_with,DeptGenderRatio,0.03
is_minority_dept,RF_with,DeptDiversityScore,0.0367
is_minority_dept,RF_with,StartYear,0.0364
is_minority_dept,RF_with,StartQuarter,0.0409
is_minority_dept,RF_with,ExitYear,0.0278
is_minority_dept,RF_with,ExitQuarter,0.029
is_minority_dept,RF_with,PerfScore,0.0521
is_minority_dept,RF_with,SeniorityLevel__IsIC,0.0036
is_minority_dept,RF_with,TenureYears__ExitQuarter,0.081
is_minority_dept,RF_with,IsManager__IsIC,0.0038
is_minority_dept,RF_with,TenureVsAvg__ExitQuarter,0.0813
is_minority_dept,RF_with,SeniorityLevel__IsManager,0.0058
is_minority_dept,XGB_without,Age,0.056699998676776886
is_minority_dept,XGB_without,TenureDays,0.05050000175833702
is_minority_dept,XGB_without,TenureYears,0.05000000074505806
is_minority_dept,XGB_without,IsLongTenure,0.0
is_minority_dept,XGB_without,TenureVsAvg,0.06289999932050705
is_minority_dept,XGB_without,SeniorityLevel,0.06310000270605087
is_minority_dept,XGB_without,IsExecutive,0.05339999869465828
is_minority_dept,XGB_without,IsManager,0.05400000140070915
is_minority_dept,XGB_without,IsIC,0.06369999796152115
is_minority_dept,XGB_without,SpanOfControl,0.03420000150799751
is_minority_dept,XGB_without,OrgLevel,0.044599998742341995
is_minority_dept,XGB_without,DeptGenderRatio,0.07819999754428864
is_minority_dept,XGB_without,DeptDiversityScore,0.12929999828338623
is_minority_dept,XGB_without,StartYear,0.05220000073313713
is_minority_dept,XGB_without,StartQuarter,0.04899999871850014
is_minority_dept,XGB_without,ExitYear,0.04969999939203262
is_minority_dept,XGB_without,ExitQuarter,0.05180000141263008
is_minority_dept,XGB_without,PerfScore,0.056699998676776886
is_minority_dept,XGB_with,Age,0.041600000113248825
is_minority_dept,XGB_with,TenureDays,0.037300001829862595
is_minority_dept,XGB_with,TenureYears,0.03519999980926514
is_minority_dept,XGB_with,IsLongTenure,0.0
is_minority_dept,XGB_with,TenureVsAvg,0.03750000149011612
is_minority_dept,XGB_with,SeniorityLevel,0.057999998331069946
is_minority_dept,XGB_with,IsExecutive,0.03269999846816063
is_minority_dept,XGB_with,IsManager,0.03920000046491623
is_minority_dept,XGB_with,IsIC,0.08869999647140503
is_minority_dept,XGB_with,SpanOfControl,0.025299999862909317
is_minority_dept,XGB_with,OrgLevel,0.02969999983906746
is_minority_dept,XGB_with,DeptGenderRatio,0.055399999022483826
is_minority_dept,XGB_with,DeptDiversityScore,0.09570000320672989
is_minority_dept,XGB_with,StartYear,0.03400000184774399
is_minority_dept,XGB_with,StartQuarter,0.03909999877214432
is_minority_dept,XGB_with,ExitYear,0.0333000011742115
is_minority_dept,XGB_with,ExitQuarter,0.03720000013709068
is_minority_dept,XGB_with,PerfScore,0.04100000113248825
is_minority_dept,XGB_with,SeniorityLevel__IsIC,0.04019999876618385
is_minority_dept,XGB_with,TenureYears__ExitQuarter,0.03999999910593033
is_minority_dept,XGB_with,IsManager__IsIC,0.03009999915957451
is_minority_dept,XGB_with,TenureVsAvg__ExitQuarter,0.03959999978542328
is_minority_dept,XGB_with,SeniorityLevel__IsManager,0.0892999991774559
SeniorityLevel,LR_without,Age,0.0036
SeniorityLevel,LR_without,TenureDays,0.0
SeniorityLevel,LR_without,TenureYears,0.0035
SeniorityLevel,LR_without,IsLongTenure,0.0
SeniorityLevel,LR_without,TenureVsAvg,0.0035
SeniorityLevel,LR_without,SeniorityLevel,2.6519
SeniorityLevel,LR_without,IsExecutive,2.2226
SeniorityLevel,LR_without,IsManager,1.1797
SeniorityLevel,LR_without,IsIC,2.2383
SeniorityLevel,LR_without,SpanOfControl,0.0288
SeniorityLevel,LR_without,OrgLevel,0.0685
SeniorityLevel,LR_without,DeptGenderRatio,0.2185
SeniorityLevel,LR_without,DeptDiversityScore,0.0299
SeniorityLevel,LR_without,StartYear,0.0046
SeniorityLevel,LR_without,StartQuarter,0.1665
SeniorityLevel,LR_without,ExitYear,0.0
SeniorityLevel,LR_without,ExitQuarter,0.0703
SeniorityLevel,LR_without,PerfScore,0.0271
SeniorityLevel,LR_with,Age,0.002
SeniorityLevel,LR_with,TenureDays,0.0006
SeniorityLevel,LR_with,TenureYears,0.0006
SeniorityLevel,LR_with,IsLongTenure,0.0
SeniorityLevel,LR_with,TenureVsAvg,0.0006
SeniorityLevel,LR_with,SeniorityLevel,1.3495
SeniorityLevel,LR_with,IsExecutive,0.9248
SeniorityLevel,LR_with,IsManager,0.5744
SeniorityLevel,LR_with,IsIC,1.0402
SeniorityLevel,LR_with,SpanOfControl,0.0103
SeniorityLevel,LR_with,OrgLevel,0.0363
SeniorityLevel,LR_with,DeptGenderRatio,0.1086
SeniorityLevel,LR_with,DeptDiversityScore,0.0097
SeniorityLevel,LR_with,StartYear,0.0042
SeniorityLevel,LR_with,StartQuarter,0.0228
SeniorityLevel,LR_with,ExitYear,0.0001
SeniorityLevel,LR_with,ExitQuarter,0.0217
SeniorityLevel,LR_with,PerfScore,0.0331
SeniorityLevel,LR_with,SeniorityLevel__IsIC,1.3495
SeniorityLevel,LR_with,TenureYears__ExitQuarter,0.0071
SeniorityLevel,LR_with,IsManager__IsIC,0.8996
SeniorityLevel,LR_with,TenureVsAvg__ExitQuarter,0.0008
SeniorityLevel,LR_with,SeniorityLevel__IsManager,1.9383
SeniorityLevel,RF_without,Age,0.0054
SeniorityLevel,RF_without,TenureDays,0.0062
SeniorityLevel,RF_without,TenureYears,0.0029
SeniorityLevel,RF_without,IsLongTenure,0.0
SeniorityLevel,RF_without,TenureVsAvg,0.0038
SeniorityLevel,RF_without,SeniorityLevel,0.3501
SeniorityLevel,RF_without,IsExecutive,0.2066
SeniorityLevel,RF_without,IsManager,0.1462
SeniorityLevel,RF_without,IsIC,0.1988
SeniorityLevel,RF_without,SpanOfControl,0.0
SeniorityLevel,RF_without,OrgLevel,0.0003
SeniorityLevel,RF_without,DeptGenderRatio,0.0448
SeniorityLevel,RF_without,DeptDiversityScore,0.0282
SeniorityLevel,RF_without,StartYear,0.001
SeniorityLevel,RF_without,StartQuarter,0.001
SeniorityLevel,RF_without,ExitYear,0.0006
SeniorityLevel,RF_without,ExitQuarter,0.0007
SeniorityLevel,RF_without,PerfScore,0.0033
SeniorityLevel,RF_with,Age,0.0011
SeniorityLevel,RF_with,TenureDays,0.0021
SeniorityLevel,RF_with,TenureYears,0.0006
SeniorityLevel,RF_with,IsLongTenure,0.0
SeniorityLevel,RF_with,TenureVsAvg,0.0012
SeniorityLevel,RF_with,SeniorityLevel,0.1922
SeniorityLevel,RF_with,IsExecutive,0.1075
SeniorityLevel,RF_with,IsManager,0.0654
SeniorityLevel,RF_with,IsIC,0.1161
SeniorityLevel,RF_with,SpanOfControl,0.0
SeniorityLevel,RF_with,OrgLevel,0.0001
SeniorityLevel,RF_with,DeptGenderRatio,0.0175
SeniorityLevel,RF_with,DeptDiversityScore,0.0226
SeniorityLevel,RF_with,StartYear,0.0002
SeniorityLevel,RF_with,StartQuarter,0.0002
SeniorityLevel,RF_with,ExitYear,0.0002
SeniorityLevel,RF_with,ExitQuarter,0.0005
SeniorityLevel,RF_with,PerfScore,0.0017
SeniorityLevel,RF_with,SeniorityLevel__IsIC,0.2008
SeniorityLevel,RF_with,TenureYears__ExitQuarter,0.0016
SeniorityLevel,RF_with,IsManager__IsIC,0.0927
SeniorityLevel,RF_with,TenureVsAvg__ExitQuarter,0.0008
SeniorityLevel,RF_with,SeniorityLevel__IsManager,0.1749
